,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
391,AL136442.1,3.2447968,,0.09177177611808003,1.0,SNORA28,2.2945702,57.563534,0.1965010807430891,1.0,MIR5704,1.7527443,20.991537,0.32701828648654585,1.0,RNU7-183P,2.3821964,146.46962,0.16968191018596787,1.0,AC211486.8,3.5698376,inf,0.15879041021749368,1.0,AC068533.3,1.6888105,83.099236,0.24050859182312456,1.0,AC008608.1,3.7576556,251.1732,0.1626856201129137,1.0,AC131182.1,3.3729427,70.62333,0.11739438701530411,1.0,AC002365.1,4.855415,,0.08502999915567708,1.0,AC053481.3,2.3514478,,0.17762517389143562,1.0,PABPC4,0.9614981,7.5743766,0.5040314275372476,1.0,KRT8P14,1.43495,393.81967,0.304911583941543,1.0,ELOCP12,2.4987998,,0.20058651322324464,1.0,AL592310.1,3.6864836,inf,0.16234441855264556,1.0,CDH22,1.6828269,8.477652,0.28046811731366234,1.0,NUP88,2.2173634,22.989864,0.1627108815518092,1.0,AC107308.1,4.7727113,,0.10504397206843762,1.0,MIR6126,2.3172464,inf,0.18395395276567286,1.0,FTH1P22,4.9393425,inf,0.04961827165531251,1.0,AC060766.3,2.758077,140.85847,0.2210830774436578,1.0,AC090517.3,3.3652403,168.39857,0.17986458548526046,1.0
392,NDFIP1P1,3.2209837,inf,0.1162284195010831,1.0,MTCO2P22,2.2924945,303.9398,0.1493688139442244,1.0,AC109583.3,1.7516102,437.06445,0.22581239700925632,1.0,MTND2P16,2.3795035,642.4321,0.19029371017319852,1.0,LIMS3,3.568086,133.91817,0.08532458245007997,1.0,PTDSS2,1.6887397,57.9967,0.26131176097072145,1.0,AC007435.2,3.7572696,240.74974,0.11524490902917287,1.0,AL049692.3,3.3680804,460.14758,0.08117518367548376,1.0,AC015818.2,4.8506064,inf,0.04087817812427696,1.0,LINC01305,2.351433,9.110737,0.24234458067508508,1.0,VSIG8,0.9591409,150.61736,0.503477829658433,1.0,RN7SKP94,1.4329563,29.97201,0.288527289965187,1.0,AL137246.2,2.4986498,,0.17865098247201372,1.0,CDHR3,3.6801007,22.66414,0.12494318869120415,1.0,GPR158-AS1,1.6787784,36.969395,0.23538744412434717,1.0,AL359091.2,2.216955,175.35959,0.2568210086599294,1.0,AC092042.4,4.7703023,inf,0.12808760506582767,1.0,AC239367.3,2.316931,inf,0.1471072357298967,1.0,AC016813.2,4.923079,inf,0.07980065317832144,1.0,EIF4EBP2P2,2.7577472,4.056309,0.22145994697167773,1.0,AL353621.2,3.364417,,0.08290794700531928,1.0
393,LDHAL6EP,3.2148654,64.12791,0.17883266084276375,1.0,CHMP2A,2.2907228,48.116962,0.26156867747439094,1.0,AC005291.2,1.7497561,231.98537,0.2232710140204187,1.0,PTPRD-AS2,2.378343,249.87479,0.1432573939146463,1.0,AL583810.2,3.5676477,inf,0.13373474827960896,1.0,AC020743.3,1.6880828,7.296995,0.33004074908621367,1.0,AC004951.3,3.7554617,,0.13577174110310827,1.0,CCDC11P1,3.3679519,229.1721,0.18089964376789908,1.0,AL451047.1,4.84623,inf,0.0692908740652081,1.0,SLC27A2,2.3484483,4.085165,0.2562771049473068,1.0,DUSP12P1,0.9583489,5.9479356,0.45611462486609033,1.0,RNY1P9,1.4328772,38.665306,0.33453160925715075,1.0,AL450003.1,2.4983828,889.0608,0.22920573220344972,1.0,AC008738.5,3.6788259,679.9422,0.07956309365424662,1.0,CCDC9B,1.6761625,97.38271,0.3045959259002049,1.0,MATR3,2.2167354,81.51227,0.2576462338050495,1.0,AC040975.2,4.756663,inf,0.1152844150484829,1.0,AL157791.1,2.3161294,inf,0.20707847538882293,1.0,AL352955.1,4.9130635,inf,0.039203208011088723,1.0,ZC3H7B,2.7568552,93.630905,0.21273917422674715,1.0,DEUP1,3.363055,12.31546,0.08125686964351468,1.0
394,AC016737.2,3.1882348,,0.16415003079976045,1.0,AC107214.1,2.2856352,,0.1886780673380206,1.0,XKRYP6,1.7488292,inf,0.22326526961930213,1.0,AL121578.1,2.3782554,,0.14899956886517804,1.0,AC064799.1,3.5672588,12.710231,0.07130018020140579,1.0,AL356961.1,1.6876583,421.19482,0.28460660291289935,1.0,RPS24P1,3.7549593,6.925913,0.10548480627967696,1.0,AL672032.1,3.3635201,inf,0.14416418193590924,1.0,AC008782.1,4.844273,478.10913,0.07248529470172628,1.0,AC025183.1,2.348312,332.50513,0.1461555243196269,1.0,C11orf72,0.958248,6.358129,0.511328187283809,1.0,NAA80,1.43175,64.4524,0.38804855718620224,1.0,AL512324.1,2.4899914,inf,0.22815312376873165,1.0,AL080243.2,3.678333,,0.08482858224584724,1.0,AC026904.2,1.6759571,330.84604,0.29350597032054115,1.0,BNIP3P32,2.2118022,236.71019,0.18183016255360446,1.0,AL607035.1,4.755496,,0.04321713499942042,1.0,AL512444.1,2.3123453,inf,0.16320905774576375,1.0,CARS2,4.9103265,42.736664,0.08142101001959758,1.0,RNU1-33P,2.7561243,63.334312,0.1910315041451709,1.0,KHDC1,3.362272,161.43758,0.16926722346344678,1.0
395,MIR3188,3.185284,inf,0.13794113614314082,1.0,MIR5194,2.2796566,64.92128,0.24308482874342308,1.0,MIR3128,1.7433276,83.207436,0.22409969817222666,1.0,AC015674.1,2.3753362,171.17577,0.25267597495140054,1.0,AL359762.3,3.5654523,,0.07058287547990867,1.0,KDM5A,1.6870745,47.067932,0.2488053705921058,1.0,AL121768.1,3.750634,219.75853,0.07742988977247746,1.0,Z93015.1,3.3621142,380.94363,0.18274395519062878,1.0,NDFIP1P1,4.836657,inf,0.10497508664650247,1.0,AC023355.1,2.346654,inf,0.1787374562108917,1.0,LSP1P4,0.95762014,28.626663,0.5118617602232423,1.0,AC239798.2,1.4277817,,0.3510373964744236,1.0,LINC01779,2.4867203,inf,0.2426256339037542,1.0,RAB26,3.6780317,201.61664,0.10376386176558626,1.0,GALNT10,1.6758794,112.27774,0.2370852302484427,1.0,AC112204.3,2.2084415,51.10747,0.2570949027747784,1.0,AC107956.2,4.7462482,,0.04457263825335085,1.0,ENSG00000254714,2.3121037,126.16368,0.20008284651586647,1.0,AL513523.6,4.9082174,181.49107,0.045335856471538975,1.0,USP17L1,2.7490535,34.950935,0.21695806298105044,1.0,AC048382.7,3.3596573,244.03186,0.08041888636090978,1.0
396,SPDYE1,3.1830647,inf,0.1837160652852745,1.0,AC005300.1,2.2785618,9.432421,0.21174279262602883,1.0,KIAA0087,1.7428716,81.90901,0.24863800885449713,1.0,AC074029.2,2.3751092,5.5091534,0.18535781698275927,1.0,AC002094.2,3.5631769,inf,0.07099501566936177,1.0,AL023754.1,1.6859759,571.16296,0.25602653159752436,1.0,PTCHD3P2,3.7490718,122.88155,0.1223141882162075,1.0,AC022596.2,3.3610268,,0.18383273762598176,1.0,AL355306.2,4.833591,175.93666,0.1292995228280437,1.0,ZDHHC20P3,2.343732,17.538757,0.18265114983195904,1.0,RALY,0.9561017,6.085498,0.5087954424649437,1.0,RNA5SP79,1.4271294,37.83468,0.3436857128605773,1.0,PAPPA-AS1,2.4858205,89.75242,0.22760103741744458,1.0,AL445264.1,3.6770744,334.38065,0.1420822380265085,1.0,RNU6-174P,1.6742477,64.416336,0.31131970270780557,1.0,RASSF3,2.205831,10.114967,0.19571262860285313,1.0,LINC02506,4.745439,inf,0.07119372825152125,1.0,AC013603.1,2.311702,317.03226,0.22461455900986704,1.0,MTMR11,4.9060717,372.21533,0.09715290534363856,1.0,AP000820.1,2.7486172,162.73601,0.14338340992718457,1.0,NRG4,3.3591673,77.43666,0.07864062296520952,1.0
397,RPL4P1,3.1818182,55.144516,0.19385764914757997,1.0,AC011462.1,2.2770398,103.08056,0.22889062706149071,1.0,ADI1P1,1.7420467,3.9609892,0.23162122637531915,1.0,AC112173.1,2.3730896,729.7512,0.1433290652054598,1.0,AC233702.4,3.561431,,0.1118601256357774,1.0,AC104002.2,1.6821756,inf,0.27477538120411854,1.0,AC236668.1,3.7477264,457.2622,0.13761420970336333,1.0,LMNTD1,3.35863,inf,0.15790667661795701,1.0,MMP1,4.830705,8.787026,0.11322736387192842,1.0,RNU6ATAC4P,2.342588,23.552046,0.1582169377449301,1.0,SUSD5,0.9561017,7.5036,0.5087954424649437,1.0,AC008945.1,1.4266961,125.983345,0.2901721549125447,1.0,AC098859.2,2.4850447,inf,0.24086137506510047,1.0,AL121978.1,3.6700058,,0.06692860958367587,1.0,THOP1,1.6735381,26.512474,0.34116590139925385,1.0,MRPL41,2.2057765,633.30707,0.16572020484334482,1.0,EMP2,4.7374263,41.434803,0.05415409670445612,1.0,SUB1P2,2.3115926,745.33234,0.14705910333905414,1.0,AL137159.2,4.9032803,inf,0.12192466240070972,1.0,AC245100.5,2.7416706,234.29367,0.21707734152689584,1.0,U91328.1,3.3525429,11.927343,0.1005967287850243,1.0
398,AC011306.1,3.1791105,,0.08856257311310765,1.0,AC110795.1,2.2755146,108.85134,0.20828089196705343,1.0,CREB5,1.7403228,5.0620995,0.29989526810621125,1.0,CLMAT3,2.3715718,137.16423,0.1720408427035558,1.0,IGLV5-52,3.5582435,173.70049,0.08247422879648733,1.0,PPP1R13B,1.6821179,265.7805,0.24047163858848733,1.0,AP000619.1,3.7457309,,0.0733225419831636,1.0,AC025881.1,3.3539581,567.2316,0.09232669450822155,1.0,AC093813.1,4.815157,inf,0.04486794818167587,1.0,MMP14,2.3407223,295.0672,0.163533369380471,1.0,CLEC4E,0.9552182,6.358129,0.5107639080913362,1.0,TRBV12-1,1.4262998,18.539047,0.38512200853056267,1.0,AC139495.2,2.484022,10.545166,0.1352766720751346,1.0,AC005618.2,3.669055,inf,0.15077365897366862,1.0,AC004893.2,1.6726639,127.64244,0.3147807082858338,1.0,RPL5P30,2.2055993,50.81893,0.2572887594793091,1.0,RN7SL307P,4.7310185,757.37885,0.08820717989148869,1.0,RNF103-CHMP3,2.3102462,57.311142,0.1692071952383002,1.0,AL035450.1,4.895412,inf,0.06447451513266253,1.0,C4BPAP2,2.7364862,7.5036,0.18201935018009488,1.0,KNL1,3.3520105,195.61076,0.14197478641946062,1.0
399,AC011477.4,3.1785457,,0.10964558358580348,1.0,HIGD1AP16,2.2736037,70.83721,0.19909225176319437,1.0,PSG3,1.7343607,inf,0.32469053199355213,1.0,LYPLA1P3,2.3682368,383.3962,0.23354416659417793,1.0,AWAT2,3.5577781,inf,0.12460979212565841,1.0,GRIN2D,1.6820706,193.46541,0.23458330157800547,1.0,ANK2-AS1,3.7450109,428.51648,0.15250210548923374,1.0,AC010907.2,3.350654,381.26822,0.17700536078600693,1.0,AL513366.1,4.813939,,0.11115291954518713,1.0,SNCA-AS1,2.3406844,121.90773,0.14409313186679534,1.0,CDC42EP2,0.9552182,6.358129,0.5107639080913362,1.0,AC117415.2,1.4260209,inf,0.2900652576849884,1.0,MIR626,2.4836223,12.507578,0.24243698694021207,1.0,C17orf67,3.6609106,270.57745,0.11068743220901169,1.0,RPS3AP23,1.6722147,254.45534,0.3331690607993317,1.0,AL354993.2,2.205384,209.51538,0.16747777580360226,1.0,AC080129.1,4.712677,inf,0.12454821553283334,1.0,AL049564.1,2.308392,,0.1931601248564946,1.0,IL10,4.891172,160.31293,0.08278294491474147,1.0,AC087741.1,2.7356312,24.597977,0.14575070886488903,1.0,AL365338.1,3.3519702,inf,0.08754424359237521,1.0
400,AL731661.1,3.1778028,,0.19258109547313118,1.0,RNU6-80P,2.2724385,7.507062,0.15169101639280555,1.0,CTAGE9,1.7339164,26.329235,0.27246117027673317,1.0,AC018563.1,2.366095,277.4663,0.2545485763513381,1.0,AL354936.1,3.5538337,572.02856,0.15767602861276517,1.0,AC022098.3,1.680651,31.847563,0.2573343320913492,1.0,PSMA6,3.7447646,102.756035,0.06865045017727596,1.0,AC025278.4,3.348232,183.76328,0.1508101695198399,1.0,SEPTIN14P3,4.806755,262.93118,0.04780529162202351,1.0,AC011399.1,2.3357596,202.73473,0.24070611107748574,1.0,LINC00334,0.9550175,9.378977,0.5120202817897942,1.0,RNU6-1306P,1.4253803,206.05292,0.36877632672611443,1.0,AC087499.1,2.4834855,28.58017,0.23035486914821066,1.0,DEFB103B,3.6606789,7.9291034,0.16976562464617007,1.0,MIR147A,1.6708055,31.46556,0.3410903038027733,1.0,AC087273.1,2.2052233,inf,0.26974858221268794,1.0,GPR84,4.706835,507.13354,0.1321375012044334,1.0,AL356019.2,2.3074477,inf,0.2039412965907855,1.0,AL356488.3,4.8777895,70.54851,0.05253105585329742,1.0,AC091925.1,2.7347188,88.725746,0.21823557897754275,1.0,AC091810.1,3.3508708,356.48996,0.0909023361540141,1.0
401,LINC02456,3.171684,inf,0.1515430386895046,1.0,AC074051.5,2.2691708,42.776035,0.15503337077215035,1.0,AC007021.1,1.7297475,131.03278,0.22652237572180645,1.0,AC007950.2,2.3643043,543.86,0.19861573826469026,1.0,PNLDC1,3.5489988,35.97412,0.0743655278840787,1.0,AL583722.1,1.6803228,43.244785,0.32790041442104645,1.0,AC005537.1,3.7442067,inf,0.14217141359893332,1.0,AL356094.1,3.3451915,,0.08178687375466848,1.0,CYSRT1,4.7988853,inf,0.12767676855112114,1.0,USP9YP5,2.3354087,19.821201,0.24618853077783656,1.0,AC244517.11,0.95463914,21.929182,0.5137687279520438,1.0,AC079779.1,1.4244167,11.182576,0.2937865705105219,1.0,AL512661.1,2.480059,,0.2417300303510215,1.0,AC244505.2,3.6534164,527.73785,0.06754965110429312,1.0,AC083849.2,1.6705432,395.4788,0.3414403175493221,1.0,AC116366.1,2.205015,9.242056,0.1851567544888852,1.0,FO624990.1,4.702556,inf,0.07203789212738816,1.0,AL138831.2,2.306366,44.435402,0.1934021264457988,1.0,AC097638.2,4.8733373,188.20972,0.1286659699041601,1.0,ELOCP9,2.7326908,37.910995,0.15089953860122424,1.0,MESTIT1,3.3466606,63.190044,0.09875454171181747,1.0
402,AC012640.7,3.1700954,inf,0.09668195865740017,1.0,LINC02372,2.267746,377.04877,0.24615745406372505,1.0,AC024051.1,1.7284564,243.09412,0.3186219273806606,1.0,REXO1L8P,2.3627782,198.87552,0.14573440590771852,1.0,RPS29P32,3.5487401,18.256119,0.16223345894780666,1.0,FAM201B,1.6730802,21.31582,0.3246542663486212,1.0,AC110023.1,3.7431707,,0.0875310243468972,1.0,AC093496.1,3.3443775,,0.11933940474794023,1.0,DPYD-AS1,4.7963905,316.59988,0.041819263909670314,1.0,ARMC3,2.3335702,48.690956,0.21346645176395168,1.0,LINC01938,0.9545332,6.7323623,0.5119296787806661,1.0,AL031650.1,1.421521,,0.30646570397730927,1.0,AC016601.1,2.472147,,0.22358928768153152,1.0,AC073900.1,3.6524212,,0.06792446293495595,1.0,AL139098.2,1.670012,inf,0.3090069868490414,1.0,AC084361.1,2.2039883,220.2274,0.2183567670096351,1.0,RN7SL838P,4.682182,118.62217,0.1121517182113578,1.0,AL162632.3,2.303555,44.03876,0.16387866780915672,1.0,SNORD114-29,4.857059,inf,0.1292412452549786,1.0,RN7SL547P,2.7322233,88.1126,0.13824308693595672,1.0,AC097103.1,3.3447978,,0.11527841686756754,1.0
403,AC005609.2,3.1697383,,0.12104143857596633,1.0,AL162399.1,2.267579,94.62321,0.2546067986236171,1.0,RN7SL842P,1.7266611,3.0545328,0.2283843520580506,1.0,PPIAP89,2.3622873,64.88649,0.1492866654031855,1.0,AC104010.1,3.543618,390.5736,0.07256562158299697,1.0,GAPDHP75,1.6730728,104.23472,0.2368345410794539,1.0,MIR620,3.7404532,16.17201,0.12624145178386512,1.0,AF127577.1,3.3410277,245.61884,0.11056739573232807,1.0,RN7SKP186,4.795171,185.3899,0.042587751379570604,1.0,AC012615.1,2.332748,,0.25741015377467147,1.0,TMC7,0.9526674,7.1633005,0.5124477549808306,1.0,AL355149.1,1.4172293,,0.3842466024216454,1.0,GP1BA,2.4703138,53.66923,0.13730851315903475,1.0,HNRNPA1L2,3.6496217,553.3457,0.09962809399123361,1.0,PKNOX1,1.6684545,21.037796,0.2635101236846206,1.0,AL133163.1,2.2005084,311.73032,0.2624288083730684,1.0,AC010285.2,4.6676736,,0.11436615280284473,1.0,AC106872.4,2.3017695,438.75964,0.2325803574614943,1.0,RNU6-952P,4.849286,27.06307,0.11810213307968949,1.0,AL080312.2,2.7320657,7.1633005,0.1867210637401675,1.0,AC093249.2,3.3443677,,0.08140205766966858,1.0
404,NRDE2,3.159485,71.30521,0.10006164170125796,1.0,AC092053.4,2.2660403,,0.15182701524716682,1.0,LINC02064,1.7243117,15.2669735,0.25911124085799864,1.0,AC011471.4,2.359229,208.10876,0.14374621480270253,1.0,RN7SL185P,3.5381777,5.9917436,0.10034110438728258,1.0,TP53TG3HP,1.6729403,3.0675719,0.281530791043534,1.0,FANK1,3.7403464,414.16168,0.07863321555578179,1.0,AJ271736.1,3.341002,,0.17410368188906394,1.0,MIR6125,4.776378,,0.053525505073039534,1.0,AL157871.4,2.3318956,,0.25530430352804573,1.0,TBC1D22A,0.95160496,8.121832,0.48844359583339103,1.0,NSUN4,1.4150552,7.5036,0.37591686721094936,1.0,IL22RA1,2.4685273,82.52219,0.23327746134971786,1.0,CXorf51B,3.6476083,65.71477,0.12459819993651648,1.0,FP236240.1,1.6673917,170.23802,0.33355569503684596,1.0,U85056.1,2.1995711,575.45496,0.19534717577686636,1.0,AL162388.1,4.6575704,606.1197,0.13306979001379327,1.0,ZFP30,2.3000102,6.3661046,0.16178184923532193,1.0,AC002407.2,4.843046,inf,0.07166295402491216,1.0,NELL1,2.7320006,64.597725,0.13071851963656314,1.0,ARSL,3.3407464,229.89345,0.13702243348424786,1.0
405,AC090132.1,3.1563258,72.639694,0.18565124205047295,1.0,ARHGAP35,2.2647939,33.25443,0.1732923286257172,1.0,TCERG1L-AS1,1.7242117,287.16846,0.30556780498750047,1.0,AC008569.1,2.3581917,479.9125,0.1589095827518686,1.0,RAC1P8,3.5324526,668.14813,0.13971048694858168,1.0,AC124916.1,1.6727537,15.275562,0.29950398308278386,1.0,MIR148A,3.7373092,inf,0.12257187932387664,1.0,SLC36A4,3.3370123,613.5782,0.11213408239930718,1.0,IFT122,4.7734046,30.069794,0.05076945247954288,1.0,FAM90A13P,2.3310459,52.65866,0.17317887719840788,1.0,AC022031.1,0.9501699,11.128452,0.4840790176496158,1.0,AC074085.1,1.4115933,22.588192,0.3424620622885226,1.0,RNU4-78P,2.4646533,20.77771,0.15972295337949052,1.0,MIR3116-1,3.6475258,8.130609,0.1372149257556243,1.0,CLDN15,1.6642513,11.182815,0.29746184879759857,1.0,AC233968.2,2.1978974,inf,0.18428919563976004,1.0,AC021146.1,4.6575704,,0.07310587747939794,1.0,AC008958.1,2.29913,,0.1492791902148964,1.0,AL354936.1,4.839397,703.06134,0.12275552567427764,1.0,AC113143.1,2.7252424,inf,0.11660295888338465,1.0,ITGA2,3.3381238,348.44693,0.14654903456502572,1.0
406,GGT4P,3.1483803,113.4319,0.10328741113537807,1.0,AL049712.1,2.2619796,inf,0.24969880740771985,1.0,MIRLET7F2,1.7225021,101.16899,0.3065016933487431,1.0,AF228730.5,2.3556695,85.91249,0.1447514686070357,1.0,AC004584.1,3.5202146,,0.07509881438095481,1.0,AC009948.4,1.6727324,295.93283,0.23670306981369454,1.0,AC005632.1,3.7348242,inf,0.06530902342810374,1.0,AC253536.1,3.3357465,inf,0.08258871869080556,1.0,AL359839.2,4.768955,inf,0.09963226687225905,1.0,AL138799.3,2.3272326,inf,0.24569799453018956,1.0,AC022028.1,0.9494216,8.227571,0.44554464122410853,1.0,FOXC1,1.4114895,94.38832,0.37051388957010783,1.0,AC104393.1,2.4636526,48.935364,0.24035672763367635,1.0,AOAH-IT1,3.646879,329.65582,0.14455288241912354,1.0,TPRA1,1.6630796,33.25412,0.29220852190134844,1.0,RPL7P5,2.1965232,259.10803,0.16242832128986878,1.0,AC060764.2,4.657347,,0.05125696865854813,1.0,RNF8,2.297576,45.697414,0.25305837741101056,1.0,Z82195.1,4.8120933,236.96266,0.0570329680183187,1.0,RNA5SP534,2.7139943,30.167774,0.1243704598450073,1.0,AC112191.3,3.336024,inf,0.08029976642216105,1.0
407,MIR892B,3.1436117,17.690342,0.09321979164482076,1.0,LINC02662,2.2564425,inf,0.2654429099425861,1.0,DERL3,1.7215751,37.512566,0.3121194494273021,1.0,VDAC1P12,2.3520885,inf,0.24074334375199574,1.0,AC087499.5,3.510493,429.9592,0.15758019445471183,1.0,BTNL9,1.672404,inf,0.2983233667156219,1.0,GABPB2,3.7346923,245.40245,0.12770462203650068,1.0,AC010168.1,3.3226652,12.225136,0.17077073496890016,1.0,AC091932.4,4.764274,,0.043176824620630216,1.0,PPIAP25,2.3267443,3.4904797,0.16674791711051618,1.0,MIR4712,0.94893295,26.926939,0.5140336573363637,1.0,CTSK,1.4067526,12.599737,0.3436038011456526,1.0,SPACA5,2.4625652,56.084774,0.19294189377016757,1.0,AC108210.1,3.644811,77.94209,0.07763030402248128,1.0,IGLV2-8,1.6620566,17.709084,0.3300591141283783,1.0,RNU6-768P,2.192218,60.08825,0.27135781912568807,1.0,AC135001.1,4.656952,,0.05278417661358309,1.0,AC103925.1,2.297213,inf,0.2057734547718607,1.0,AC098476.1,4.811917,,0.11022673169753208,1.0,ERAS,2.70425,130.16716,0.14847815211949214,1.0,AC003001.2,3.335137,838.8911,0.09378220309399049,1.0
408,AC093525.6,3.138241,inf,0.09051643725778322,1.0,AC073488.11,2.2551007,inf,0.26513866451606427,1.0,BAZ1A,1.7214239,99.942696,0.3348043074921207,1.0,AL008638.5,2.3497734,36.500423,0.2426317946536201,1.0,AC007610.3,3.5081325,176.3334,0.15168364946284446,1.0,AC005014.1,1.6680986,117.11077,0.237745020637179,1.0,AC005703.6,3.733722,14.763782,0.12006431794733471,1.0,NT5C1B-RDH14,3.3206408,176.80228,0.080068209926537,1.0,RNU6-571P,4.7616024,216.18785,0.05849822001879767,1.0,AP006547.1,2.3251169,125.11773,0.2582900020040624,1.0,DKK4,0.9480083,7.147948,0.4926743159847534,1.0,LINC02598,1.4065536,326.013,0.32333727422522013,1.0,AC108667.2,2.4606912,107.08404,0.21191230269747122,1.0,AL031575.1,3.6430955,inf,0.1587466366017376,1.0,CTXND1,1.6586376,82.70249,0.2579164752871483,1.0,LINC02090,2.1901941,15.875553,0.23916600254909492,1.0,AC139768.1,4.653642,,0.06744574725646588,1.0,AC007222.1,2.2941778,65.426636,0.18809354908999934,1.0,AC245407.1,4.8068795,139.75053,0.0942572616563351,1.0,AC010980.2,2.7039006,38.16421,0.17058541062384838,1.0,AP000695.1,3.3325982,75.12866,0.18517864593308184,1.0
409,RNU6ATAC,3.1218798,51.23179,0.11123614004593568,1.0,AL513475.2,2.2547328,562.3265,0.22130949954030316,1.0,AP001187.1,1.7203128,56.26511,0.31405829639662913,1.0,AL591438.2,2.3466487,67.265656,0.17952714823342017,1.0,AC004554.2,3.5078812,201.86911,0.08054141519311153,1.0,AC137936.2,1.6680573,150.32883,0.3437139932643057,1.0,AC135068.2,3.732422,447.01907,0.08324412123119498,1.0,AC022523.1,3.3142962,inf,0.13572280161852068,1.0,CYP2T3P,4.761232,223.68987,0.053112469996643596,1.0,AF129075.4,2.3216093,410.2664,0.250418481131591,1.0,LINC02159,0.947348,7.1633005,0.5115016908110074,1.0,ADRA2A,1.40583,51.287807,0.2960612325815114,1.0,CTSLP2,2.4602733,57.419262,0.20964298991750308,1.0,AP002490.1,3.6421416,inf,0.16972575315984834,1.0,VTA1P1,1.6546423,18.060356,0.2673402208800436,1.0,AL031432.2,2.1900153,391.18677,0.2116819174984204,1.0,AL157955.1,4.649614,,0.11514571595716562,1.0,ERVK9-11,2.29364,49.891697,0.19317671456841287,1.0,MIR6085,4.8035665,57.54168,0.11900972473244976,1.0,CCNI2,2.6975439,202.33798,0.12338290547575297,1.0,AC079942.1,3.3315117,407.88596,0.1709816429918868,1.0
